race,sex,LSAT,UGPA,ZFYA,first_pf
White,2,37,3,0.51,1
White,1,43,4,1.51,1
White,2,36,3.1,0.51,1
White,2,36,2.3,-0.21,1
White,2,41,2.5,1.34,1
White,2,26,2.6,0.2,1
White,2,39,2.8,-0.05,1
Asian,1,36,3.4,-0.63,1
White,2,37,2.6,-1.24,1
White,2,36,2.6,1.6,1
White,2,39,3.2,-1.19,1
White,2,37,3.3,0.78,1
White,2,39,2.7,-1.03,1
White,1,33.5,3.4,-0.54,1
White,2,36,3.2,1.11,1
White,1,40,3.8,1.71,1
White,1,40,3.8,1.11,1
White,2,28,3.3,-0.4,0
White,1,37,2.4,0.34,1
White,2,35,3.1,-0.49,0
White,1,35.5,2.1,0.06,1
White,2,38,3.3,-0.73,1
White,2,36,3.2,-0.47,1
White,2,28,3.3,-0.91,1
White,1,36,2.9,-0.91,1
White,1,37,2.6,-0.75,1
White,1,36,2.6,-0.52,0
White,1,34.5,3.3,-0.82,1
White,2,36,3,-0.33,1
White,1,35,3.7,-0.49,1
White,2,38,3.3,0.18,1
White,2,34.5,2.7,0.39,1
White,2,38,3,-0.08,1
White,1,37,4,1.88,1
White,2,36,2.9,-0.63,1
White,1,39,3.7,0.78,1
White,1,41,3.6,1.41,1
White,2,37,2.6,0.06,1
White,2,42,2.6,0.53,1
White,2,36,2.7,-0.17,1
White,2,39,3.5,0.46,1
White,1,35,3.4,0.99,1
White,2,31,3.8,0.53,1
White,1,33.5,3.5,0.5,1
White,2,43,2.7,-0.13,1
White,1,23,3,-0.92,1
White,2,38,3.3,0.43,1
Asian,2,29,2.9,-0.56,1
White,2,41,2.7,-1.32,0
Asian,2,35,2.6,-0.49,1
White,2,29.5,3.5,-0.03,1
Hispanic,2,36,2.8,-1.98,1
White,2,33,3.5,-1.15,1
Black,2,28.5,3,-1.35,0
White,2,40,3,0.56,1
White,1,39,3,-0.53,1
White,2,41,2.9,0.37,1
Asian,2,31,3.2,0.4,1
Black,2,29,2.6,-0.86,1
White,1,33,3.5,0,1
White,2,31,2.4,-0.72,0
White,2,37,3.3,0.96,1
White,2,33,3.4,-0.56,1
White,2,34,3.6,0.13,1
White,2,38,2.8,1.32,1
White,2,34,3.7,0.6,0
White,2,39,3.2,0.56,1
White,1,34,3.4,-0.86,0
White,1,37,2.9,0.92,1
Other,1,35,2.8,-1.55,1
Asian,1,37,3,0.56,1
White,2,43,3.7,2.11,1
White,1,36,3.1,0.46,1
White,1,35,3.6,0.33,1
White,1,41,3.3,-0.13,1
White,2,38,3.3,1.32,1
White,1,36,3.8,-0.06,1
Hispanic,2,37,3.3,1.78,1
Hispanic,1,32,3.1,-1.38,1
Asian,1,40,2.9,-0.43,1
White,2,37,3,0.4,1
White,2,42,3.2,-0.46,1
White,1,39,2.8,1.42,1
White,2,37,3.3,0.6,0
White,2,37,2.6,1.69,1
White,1,34,3.4,0.79,1
White,2,37,3.5,1.95,1
White,2,36,3.4,0.07,1
White,2,38,3.6,0.4,1
Asian,2,39,2.5,0.79,1
White,2,38.5,3.3,1.35,1
Black,2,20.5,2.2,-2.09,1
Other,2,30,3.5,0.33,1
White,1,35,3.5,0.07,1
White,1,30,2.8,0.2,1
White,2,41,2.8,0.56,1
White,1,38,3.1,0.3,1
Black,1,32,3.3,-1.19,0
White,2,38.5,3.5,0.69,1
White,2,36,3.5,-0.16,0
Black,1,38,3.2,0.79,1
White,2,34,2.6,1.05,1
White,2,34,3.5,-0.66,1
Puertorican,1,32,2.5,0.53,1
White,2,40,3.1,1.19,1
White,2,44,3.1,-0.43,1
White,2,33,2.8,-1.32,1
White,2,36,3.1,1.62,1
White,1,37,3.6,1.62,1
White,2,36,3.5,-1.81,1
White,1,33,3.1,0.07,1
Hispanic,1,26,3.6,-1.05,1
White,2,38,2.9,0.99,1
White,1,36,3.1,-0.49,1
Asian,1,31,3.4,-0.53,1
White,1,30,3.6,-0.16,1
White,1,35,2.8,0.15,1
White,2,38,3.6,0.55,1
White,1,38,3.1,0.25,1
White,2,43,3,0.83,1
White,2,41,3.4,-0.74,1
White,2,36,3.2,-0.7,1
White,1,35,3.2,0.29,1
Puertorican,2,35,3.2,-0.1,1
White,1,41,3,1.22,1
White,1,36,3.2,-1.63,1
White,2,40,3.3,1.27,1
Asian,2,32,3.3,-0.17,1
White,1,35,3.6,1.33,1
White,2,39,3.6,-0.49,1
White,2,38,3.2,0.45,1
White,2,36,3.4,0.97,1
White,2,38,3.1,-0.94,1
White,2,40,3.5,0.54,1
White,1,35,3,-1.59,1
White,2,38,2.8,-1.45,1
White,1,40,3.2,0.08,1
White,2,35,3.9,1.47,1
White,1,36,3.5,-0.98,1
White,2,35,3.7,-0.79,0
White,2,44,2.8,-0.07,1
White,2,40,2.8,0.41,1
White,2,41,3.2,1.04,1
White,1,37,3.4,0.19,1
White,2,36,3.2,-0.05,1
White,1,37,3.2,-0.23,1
White,1,43,3.7,0.88,1
White,1,36,3.7,-0.13,1
White,1,37,3.8,-0.88,0
White,2,37,3.6,1.49,1
White,1,37,3.3,-0.6,1
White,2,38,3.3,-0.46,1
White,1,37,3.3,-1.24,1
White,1,38,3.6,1.36,1
White,2,36,3.2,0.26,1
White,2,37,3.4,0.16,1
White,2,39,2.8,1.04,1
White,1,38,3.1,0.51,1
Hispanic,1,35,3.3,0.01,1
White,2,36,3.6,0.94,1
White,2,40,2.9,1.36,1
White,2,39,3.5,1.61,1
White,2,41,3,1.66,1
White,2,35,3.2,-0.17,1
White,2,38,3.5,0.58,1
White,1,35.5,3.3,-0.28,1
White,2,38,3.2,0.08,1
White,1,39,3.2,-0.52,1
White,2,36,3.1,-0.85,1
White,1,36,3.6,1.58,1
White,1,38,3.5,0.17,1
White,2,38,2.9,0.65,1
White,1,37,3.2,0.65,1
Asian,1,37,3.5,-1.91,1
White,2,36,3.7,-0.24,1
White,2,39,3.5,1.2,1
White,2,36,3.2,-1.56,1
White,1,35,3.7,0.58,1
White,2,38,3.1,-0.1,1
White,1,34,3.4,0.37,1
White,1,36,3.5,-1.07,1
White,1,35,3.7,0.72,1
White,2,34,3.5,0.05,1
White,1,37,3.4,-0.1,1
White,1,38,3.4,1.88,1
White,1,37,3,0.51,0
White,1,42,3.2,1.43,1
White,2,35,3.5,0.97,1
White,1,37,3.1,1.33,1
White,1,35,3.9,2.08,1
White,2,34,3.7,-0.85,1
White,1,36,4,-0.6,1
White,1,42,3,-0.59,1
Asian,2,34,3.6,0.94,1
White,2,41,2.9,-0.2,1
White,1,36,3.2,-0.33,1
White,2,39,3.2,0.05,1
White,2,35,3.5,0.12,1
White,1,39,3.4,0.19,1
White,2,36,3.5,-0.24,1
Asian,2,39,3.1,-0.03,1
White,1,39,3.5,1.11,1
White,1,35,3.3,-0.52,1
White,2,36,3.3,0.72,1
White,2,35,3.5,0.19,1
White,2,35.5,3.7,1.03,1
White,1,33.5,3.7,-1.07,1
White,2,34.5,3.2,0.62,1
White,1,35,2.9,-1.24,1
White,1,36,3.6,2.1,1
White,2,37,3,-0.29,1
White,2,41,2.8,0.2,1
White,2,36,3.4,0.22,1
White,2,38,2.5,0.24,1
Asian,2,28,3.5,-0.33,0
White,1,37,2.7,-1.4,0
White,2,34,3.8,0.8,1
White,1,37,3.2,-0.83,1
White,1,37,4,-0.13,1
White,2,41,2.5,1.15,1
Asian,2,35,3.2,-0.46,1
White,1,34.5,3.3,-0.02,1
White,1,40,3.3,0.51,1
White,1,36,2.9,-1.38,0
White,1,37,3.5,2.33,1
White,2,42,2.6,0.49,1
White,2,38,3.9,1.93,1
White,2,36,3.2,-0.02,1
White,2,36,3.4,0.04,1
White,1,37,3.4,1.09,1
White,2,36,2.9,-0.89,1
White,2,36,3,-1.4,0
White,2,35,3.3,0.41,1
White,1,32,3.6,-0.41,0
White,2,35,3.2,-0.89,1
White,2,36,3,-1.11,0
Other,1,36,3.1,1.61,1
White,1,36,2.8,1.03,1
White,2,37,3.5,0.64,1
White,2,34,3.5,0.51,1
Asian,2,34,3.4,0.66,1
Asian,1,31,2.9,0.14,1
White,1,42,3.9,-0.56,1
White,1,35,3.4,0.51,1
White,1,39,3.4,2.24,1
White,2,37,3,-0.35,1
White,2,34.3,2.6,-0.58,0
White,2,37,2.4,0.43,1
White,2,43,3.4,0.57,1
White,2,36,2.8,-0.35,1
White,2,39,2.8,1.83,1
White,1,38,3.7,0.95,1
Asian,1,29,3.4,0.2,1
White,1,35,2.9,-0.02,1
White,1,31.5,3.5,2.1,1
White,1,34,3.5,0.84,1
White,2,37,3.4,0.2,1
White,2,35,3.1,0.33,1
White,2,42,2.6,1.13,1
White,1,37,3.5,0.74,1
White,1,33,3.6,1.11,1
White,2,35,3.5,1.48,1
Amerindian,2,38,2.2,0.57,1
White,1,36,3.3,-0.76,1
White,1,38,3.6,0.25,1
White,2,30,3.6,-0.79,1
White,2,36,3.7,0.91,1
White,1,33.5,3.7,0.5,1
White,1,36,3.6,0.84,1
White,1,25,3.5,0.57,1
White,2,40,2.9,-0.68,1
White,2,36,3.7,-1.28,1
Mexican,1,26,2.8,-1.26,1
White,1,34,3.2,-0.18,1
White,2,36,3.8,0.03,1
White,1,31.5,3.4,0.47,1
White,1,39,2.6,0.68,1
White,1,27,3,-1.07,1
White,2,47,2.6,0.78,1
White,1,30,3.8,1.54,1
Asian,2,39,2.6,0.7,1
White,2,42,3,0.57,1
White,1,37,3.8,-1.18,1
White,1,27.5,3.6,-0.18,1
White,1,34,3.7,-0.63,1
White,1,39,3.1,-0.55,1
White,1,35,3,0.18,1
Amerindian,2,34,3.8,0.78,1
Mexican,2,25,2.6,-0.08,1
White,1,41,3.2,-0.08,1
White,1,39,3,0.86,1
White,1,39,3.1,1.44,1
White,1,34,3,0.39,1
White,2,28,3.1,-0.29,1
White,2,37,3.2,-0.92,1
White,2,37,3.6,1.54,1
White,1,30.5,3.4,0.39,1
White,1,34,3.3,1.18,1
White,2,34,3.4,0.05,1
White,1,25,2.9,-1.46,1
White,2,31.5,2.9,-0.03,1
White,1,37,3.8,0.05,1
White,1,33,3.7,0.1,1
White,1,36,3.1,0.84,1
White,1,32,3.2,0.16,1
White,2,43,3.5,1.67,1
White,1,35,3.9,-0.18,1
White,1,34.5,3,-0.03,1
White,1,39,2.9,-1.75,1
White,1,27.5,2.7,0,0
White,2,41,3.3,0.05,1
White,2,38,3.2,0.26,1
White,1,35,3.8,2.06,1
White,2,40,2.5,-0.81,0
White,1,31,3,-0.03,1
White,2,27,3.2,-0.37,1
White,1,40,3.8,-0.54,1
White,1,36,2.9,-0.95,0
White,2,39,3.1,-0.38,1
White,2,40,3.4,0.12,1
White,1,37,3.7,-0.59,1
White,1,43,3.1,0.42,1
White,2,38,3.2,1.28,1
White,2,34,3.4,-0.47,1
White,2,42,3.2,0.02,1
White,2,39,3.3,0.58,1
White,2,39,3.3,0.12,1
Mexican,1,36,3.3,0.98,1
White,1,39,3.8,1.3,1
White,2,46,3.1,0.82,1
White,2,37,3.8,0.51,1
White,2,40,3.3,-0.98,1
White,2,40,3,0.3,1
Hispanic,2,28,2.8,-1.05,1
Mexican,2,32,3,-0.81,0
White,2,44,3.1,0.36,1
Asian,1,32,2.6,-1.03,0
Asian,2,39,3.8,-0.68,0
White,1,33,3.8,0.27,1
Mexican,2,36,3.1,-0.79,1
White,2,38,3.4,0.89,1
White,1,36,3.5,0.3,1
White,2,36,3.4,-0.6,1
White,2,37,3.8,0.75,1
White,2,37,3.4,0.06,1
White,2,40,2.8,0.7,1
White,2,39,2.6,0.07,1
White,2,41,3.5,0.86,1
White,2,35,4,0.89,1
White,2,28,3,-0.65,1
White,1,37,3.5,0.09,1
White,1,39,3.7,1.44,1
White,2,40,3.4,1.37,1
White,2,37,3.9,0.81,1
White,1,41,3.7,0.95,1
Amerindian,1,28,3.1,-0.5,1
White,1,39,4,-0.41,1
White,2,42,3.5,1.23,1
White,1,38,3.6,1.73,1
White,1,42,3,0.45,1
White,1,41,3.1,0.12,1
Asian,1,26,3.3,-1.35,0
White,1,41,3.5,-0.8,1
White,2,39,3.6,-0.16,1
White,2,28,3.9,0.81,1
White,2,34,3.8,1.99,1
White,1,41,3.3,-1.04,1
White,1,37,3.3,0.35,1
White,1,40,3.9,0.94,1
White,1,34,4,-0.58,1
White,2,47,3.1,-0.41,1
Hispanic,2,29,3.8,-0.62,1
Hispanic,2,33,3.1,-0.55,1
Mexican,1,31,2.9,-1.17,1
Amerindian,1,30,2.4,-1.82,0
White,2,43,2.5,0.33,1
White,1,42,3.7,0.64,1
White,2,39,3.1,-0.35,1
White,2,37,3.3,2.15,1
White,1,35,4,0.4,1
Asian,1,34,3.5,0.64,1
White,1,41,3.1,1.66,1
White,1,40,4,-0.35,1
White,2,39,3.8,-0.12,1
Black,1,28,2.4,-1.08,1
Black,1,29,2.5,0.17,1
Black,2,24,3.3,-0.74,0
White,2,40,2.9,-0.28,1
White,2,37,3.6,0.03,1
White,1,40,3.6,2.02,1
White,1,46,3.3,0.3,1
White,2,37,3.4,-0.17,1
White,1,43,3.7,1.56,1
White,1,34,3.6,-0.53,1
White,2,28,3.7,-0.66,1
Black,1,30,3.2,-1.23,1
White,1,36,3.7,0.85,1
White,1,41,3.5,-0.2,1
White,1,38,3.4,-0.15,1
White,2,36,3.6,-1.62,0
White,2,42,3.5,1.23,1
Black,2,31,2.2,0.05,1
White,2,40,3.7,1.31,1
White,2,42,3.1,-0.75,1
White,1,38,3.4,-0.66,1
White,1,42,3.3,1.39,1
White,2,42,3,-1.53,0
White,2,37,3.3,1.14,1
White,1,38,3.6,0.22,1
White,1,32.5,3.4,0.33,1
White,2,38,3,-0.75,1
Mexican,2,26.5,2.9,-1.43,1
White,2,41,3.4,2.17,1
Hispanic,1,33,3.1,-0.81,0
White,1,43,3.6,0.84,1
White,2,46,2.7,0.19,1
White,2,40,2.7,0.11,1
White,2,41,3.4,0.75,1
White,1,26,3.5,-0.24,0
White,1,37,3.6,1.06,1
Black,1,26,2.4,-2.42,0
White,2,36.3,3.6,0.38,1
White,1,42,4,1.67,1
Other,1,37,3.6,-0.41,0
Black,2,32,3.1,-0.59,1
White,2,39,3.3,0.83,1
Hispanic,2,35,2.9,-1.56,1
White,2,37,3.7,0.31,1
White,1,42,2.9,-0.7,1
White,1,41,3,0.04,1
White,2,41,2.8,-0.01,1
White,2,47,3.8,1.06,1
White,1,38,3.1,-0.76,1
White,2,39,3.5,-0.81,1
White,2,41,3.5,0.97,1
White,1,40.5,3.5,1.33,1
White,2,36,3.4,-1.03,1
White,1,39,3.4,-0.53,1
White,2,39.5,3.3,1.25,1
White,2,40,3.5,1.39,1
White,2,37,3.7,1.07,1
White,1,39,3.1,-0.18,1
Asian,2,37,3.4,0.16,1
White,1,38,3.8,0.73,1
White,1,37,3.6,0.52,1
White,2,39,3.4,-1.1,1
White,2,34.5,3.5,1.89,1
White,2,37,3.7,0.4,1
White,2,34,3.8,-0.06,1
White,2,39,3.6,1.31,1
White,2,38,3.7,-0.8,1
White,2,42,3.2,0.08,1
White,2,36,3.1,1.09,1
White,2,36,3.3,-0.43,0
Black,1,24,2.6,-2.07,0
White,2,39,3.3,0.53,1
White,2,31,3.8,-1.9,0
White,1,35.5,3.1,-0.48,1
Other,1,37,3.5,1.38,1
White,2,45,3.2,-0.06,1
White,2,37,2.7,-0.39,1
Hispanic,1,35,3.4,-0.72,1
White,2,42,3.2,-0.06,1
White,2,36,3.9,0.9,1
White,2,36,3.9,0.32,1
White,2,39,3.4,1.21,1
White,2,40,3,-1.53,0
White,2,36,3,-0.5,1
White,2,38,3.3,-0.45,1
White,1,39,3.3,-0.31,1
White,2,41,3.5,1.66,1
White,1,31.5,3.4,0.33,1
White,2,37,3.7,0.67,1
White,2,43,3.4,0.08,1
White,2,44,3.2,0.62,1
White,1,43,3.1,0.41,1
White,1,40,3.7,-0.05,0
White,2,45,3.2,0.11,1
White,2,37,3.6,0.14,1
White,2,39,3.5,1.5,1
White,1,40,3.6,-0.33,1
White,2,46,3,-0.21,1
White,2,41,3.6,0.42,1
White,1,42,3.5,0.13,1
Black,2,33,3.7,-0.22,1
White,2,44,3.2,0.31,1
Black,2,33,3.6,-1.68,1
White,2,45,3.3,0.29,1
Other,2,32,3.2,-0.79,1
Hispanic,1,42,3.8,0.74,1
Asian,2,38,3,-0.56,1
White,1,42,3.6,-0.22,1
White,2,41,3.9,-0.72,1
White,1,36,3.1,-1.04,1
White,2,42,3.7,-0.35,1
White,2,39,3.8,-0.31,1
White,2,46,3.2,-0.35,1
White,1,37,3.6,-0.57,1
White,2,44,3.3,0.67,1
White,2,43,3.8,-0.22,1
White,1,41,3.8,0.04,1
Amerindian,2,43,2.6,0.19,1
White,2,43,3.6,0,1
Puertorican,2,30,3.8,-1.07,1
Other,1,31,3.6,-2.12,1
White,1,43,3.6,2.45,1
White,1,39,3.6,-1.33,0
White,2,30,3.5,-1.08,1
White,2,44,3.4,-0.28,1
Black,1,39,2.9,-1.2,1
White,2,42,3.6,0.67,1
White,2,43,3.4,1.37,1
Black,1,33,3,-3.14,0
Mexican,2,31,3.1,-1.99,1
White,1,41,3.5,-0.28,1
Asian,2,42,3.7,0.29,1
Puertorican,1,36,3,-2.15,1
White,2,48,3.3,-0.72,1
White,2,41,3.2,-0.16,0
White,1,46,3.2,0.19,1
White,1,41,3.6,-0.34,1
White,1,44,3.3,0.42,1
Asian,1,38,3.7,-0.38,0
Asian,2,39,3.5,1.5,1
White,1,43,3.5,0.64,1
Asian,1,39,3.4,-0.56,1
White,1,46,4,1.38,1
White,1,48,3.2,0.58,1
White,2,42,3.7,0.61,1
White,2,42,3.7,-0.34,1
White,2,43,3.6,1.91,1
Black,2,28,3,-1.77,1
White,2,42,3.8,0.48,1
Hispanic,2,42,3.4,-1.04,1
White,2,43,3.7,0.48,1
White,2,42,3.4,0.61,1
White,1,40,3.3,0.58,1
White,2,43,3.7,-0.6,1
White,2,42,3.7,2.2,1
White,2,44,3.5,-0.95,0
White,2,47,2.7,0.84,1
Black,1,41,2.4,-1.65,0
White,1,44,3.2,-0.31,1
White,1,42,3.5,0.23,1
Hispanic,1,44,3.4,0.58,1
White,2,40,3.6,1.25,1
White,1,41,3.4,-0.85,1
White,2,44,3.7,1.47,1
White,2,36,3.4,-0.39,1
Black,2,17.5,3.6,-1.28,1
Black,2,19.5,2.6,-1.96,0
White,2,33,3.3,0.65,1
White,1,30,3.8,1.18,1
White,1,32,3,0.68,1
White,1,33,3.9,0.65,0
White,1,40,2.8,0.73,1
White,1,33,3.8,-1.54,0
White,1,40,3.4,0.36,0
White,1,32,2.8,0.39,1
White,1,34.5,3.4,1.96,1
White,2,41,3,-0.39,1
White,2,36.5,3.6,1.36,1
Puertorican,1,36,3.5,0.57,1
White,1,38,3.2,0.84,1
White,1,36,3.8,2.33,1
White,1,34,3.4,-0.86,1
White,2,37,3.9,1.02,1
White,2,37,3.3,0.84,1
White,2,37,2.7,-1.07,1
White,1,31,3.1,0.05,1
White,2,48,2.4,0.57,1
White,1,30,3.6,0.31,1
White,1,36,3.6,1.54,1
Black,1,24,3.6,-2.22,0
White,2,34,3.1,0.5,1
White,2,27,3.3,-0.03,1
White,2,41,3.2,-0.92,1
White,2,41,3,0.84,1
White,1,26.5,3,0.39,0
White,1,35,3.4,-0.08,1
White,2,40,3,0.47,1
White,2,40,3,-0.47,1
White,1,37,2.9,-0.03,1
White,2,35,3.2,-0.21,1
White,1,21,2.9,-1.26,1
White,2,38,3.1,-0.03,1
White,1,43,2.8,0.84,1
White,1,31,3.6,-0.21,1
White,1,29.5,3.5,0.39,1
White,1,32.5,2.7,0.78,1
White,1,36,2.9,-0.08,0
Black,2,26,2.1,-1.28,0
White,2,23,2.8,-0.58,0
White,2,37,3.5,1.96,1
White,2,35,2.3,-0.92,1
White,1,37,3,0.44,1
White,1,35,2.3,0.57,1
White,1,36,2.9,0.36,1
White,2,35,3.2,1.1,1
Mexican,2,21,2.9,-1.07,1
White,2,45,2.8,0.76,1
White,1,31,3.7,-0.03,1
White,2,38,3.2,1.8,1
White,2,29.5,3.2,-1.28,1
White,2,44,3,1.1,1
White,2,33,3.3,0.5,1
Mexican,1,26,3.1,-1.15,1
White,2,45,3.7,0.47,1
White,1,36,3.4,-0.84,1
White,2,37,3.3,0.57,1
White,1,36,3.1,0.5,1
White,2,37,3.3,-1.07,1
White,1,30.5,3.3,-1.52,1
White,1,37,3.4,0.84,1
White,2,29,3.5,0.05,1
White,1,40,3.2,1.83,1
White,2,35,3.4,-0.63,1
Asian,2,42,3,1.02,1
White,2,45,3.2,0.78,1
White,2,47,3.2,1.82,1
White,2,37,3.5,0.26,1
White,2,41,3.6,-0.03,1
White,2,48,2.7,-0.55,1
White,1,35,3.6,-0.67,1
White,1,41,3.8,1.44,1
White,2,42,3.4,0.52,1
Black,1,32,2.8,0.14,1
Black,2,28,3.7,-2.35,0
White,2,45,3.5,-0.38,1
White,1,45,3.4,-0.03,1
White,1,40,3.9,-1.35,1
White,1,42,3.1,0.21,1
Black,2,27,3.7,-1.17,1
White,1,41,3.5,0.52,1
White,1,45,3.1,0.35,1
Black,1,34.5,2.6,0.14,1
White,2,42,3.9,0.09,1
White,2,47,3.5,-0.62,1
White,2,44,3.4,-0.41,1
White,2,43,3.5,0.61,1
White,1,41,3.4,-0.55,1
White,2,41,3.7,-1.14,1
White,1,44,2.9,1.59,1
Black,1,25.5,2.5,-1.76,0
White,1,40,4,0.3,1
Puertorican,2,41,3.2,-1.17,1
White,2,43,3.3,0.09,1
White,2,39,3.5,0.95,1
White,2,43,3.6,0.35,1
White,1,42,3.6,1.44,1
White,1,41,3.5,0.35,1
White,1,40,3.7,-0.88,1
Mexican,1,34,3.4,-0.71,1
White,1,36,3.6,-0.62,1
White,2,45,3.2,0.19,1
White,2,44,3.1,0.09,1
Black,1,31,3.1,-0.93,1
White,1,39,3.5,0.95,1
White,2,40,3.6,-0.45,1
White,2,44,3.2,0.3,1
White,2,39,3.8,-0.38,1
White,1,41,3.5,-1.64,1
White,2,41,3.6,-0.57,1
White,2,40,3.6,-0.41,1
White,2,43,3.2,-0.83,1
White,1,41,3.3,-1.81,1
White,2,42,3.2,-0.03,1
White,2,41,3.4,1.28,1
White,2,41,3.8,0.4,1
White,2,45,3.3,-2.61,1
White,1,39,3.8,0.21,1
Black,2,30,3.2,-0.93,1
White,1,44,3.2,-0.34,1
White,2,42,3.3,0.8,1
Asian,1,41,3.1,-0.55,1
Black,1,33,3.3,0.14,1
White,1,44,2.8,0.02,1
White,2,47,3.1,-0.03,1
White,1,41,3.8,1.16,1
White,2,40,3.8,0.52,1
Black,1,29,2.7,-1.69,1
White,1,41,3.3,1.32,1
White,1,44,3.2,-0.17,1
White,2,43,3.3,0.8,1
White,1,44,3.3,1.02,1
White,2,42,3.4,0.52,1
White,2,40,3.8,0.78,1
Black,2,31,2.9,-1.47,1
White,1,40,3.9,0.04,1
White,1,44,3.8,0.64,1
White,2,30,3.5,0.04,1
White,2,44,3.6,-0.67,1
White,1,42,3.1,1.7,1
White,2,46,3.4,1.28,1
Black,1,32,2.8,-0.83,1
White,1,40.5,3.2,-0.79,1
White,1,44,2.9,-0.41,1
White,2,39,3.8,1.32,1
White,2,40,3.6,-0.93,1
Black,2,34,2.9,-2.61,1
White,2,44,3.4,0.85,1
White,2,40,3.6,0.4,1
White,2,42,3.3,1.59,1
White,2,46,3.7,1.23,1
Asian,2,43,3.1,0.99,1
White,2,42,3.1,0.68,1
White,2,44,3,1.4,1
Black,2,26,3.1,-2.4,0
White,1,40,3.6,-0.03,1
White,2,41,3.6,-0.29,1
White,2,46,3,1.7,1
White,1,35,3.4,0.07,1
White,2,41,3.4,0.98,1
White,2,34,3.8,0.09,1
White,1,39,3.3,-0.23,1
White,1,34,3.7,0.33,1
White,1,39,3,0.93,1
White,1,34,2.4,-0.15,1
White,2,33,3.8,-0.36,1
White,2,33,3.4,0.01,1
Black,2,24,2.8,-0.82,1
White,2,35,3.5,-0.07,1
Other,1,39,3.2,-0.66,1
White,1,43,3.4,0.71,1
White,2,37,4,0.39,1
White,1,42,3.5,1.38,1
White,1,30,3.9,-0.28,1
White,2,36,2.9,0.09,1
White,2,34,3.2,0.98,1
White,2,38,3.7,1.41,1
White,2,37,3.4,0.01,1
White,2,37,3.7,0.76,1
White,1,34,3.5,-0.28,1
White,1,40,2.9,-0.18,1
White,2,31,3.9,-0.1,1
White,1,30,3.9,-0.36,1
Black,1,33,2.7,0.47,1
White,2,34.5,3.5,0.31,1
Black,1,35,2.8,-0.77,1
White,2,37,3.1,0.15,1
White,2,44,2.9,0.25,1
White,2,32,3.7,-0.31,1
White,1,40,2.7,-0.12,1
White,1,39,3.6,1.14,1
White,2,37,3.5,-0.55,1
Black,1,27,2.8,-2.01,1
White,2,43,2.8,0.71,1
White,2,38,3.6,0.85,1
White,2,37,3.3,1.57,1
White,2,41,2.9,0.28,1
White,2,43,3.4,1.2,1
White,1,37,3.4,1.22,1
White,2,35,3.1,-1.17,0
White,1,38,3.2,-0.28,1
White,2,38,3.6,0.25,1
White,2,43,2.9,0.5,1
White,2,35,3.8,1.79,1
White,2,35,3.2,0.04,1
White,2,31,3.6,-0.45,1
White,2,36,3.1,-0.61,1
White,2,40,3.5,-0.61,1
White,2,36,3.5,-0.47,1
Black,1,28,2.7,-0.96,0
White,1,32,3.6,1.49,1
White,1,34,3.1,-0.26,1
White,1,36,3.4,0.42,1
White,1,33,3.2,0.28,1
Asian,2,32.5,3.4,-0.75,1
White,2,35,3.4,0.93,1
White,1,36,3.1,-0.88,1
White,2,37.5,3.6,0.65,1
White,1,36,3.2,-0.67,1
White,1,37,3.1,-0.49,1
White,2,39,3.3,2.04,1
White,2,37,3.7,-0.61,1
White,1,34,3.6,0.32,1
White,2,44,3.1,-1.37,1
White,2,42,3.2,0.08,1
White,2,48,3.3,2.18,1
White,2,40,3.3,-0.24,1
White,2,41,3.2,0.9,1
White,2,36,3.4,-0.17,1
White,2,37,3,-0.63,1
White,1,36,3.2,0.71,1
White,1,39,3.1,-0.42,1
White,1,35,3.8,-0.45,1
White,2,42,3.4,1.29,1
White,2,34,3.1,-0.74,1
White,2,39,3.2,0.01,1
White,2,35.5,3.5,0.65,1
White,2,42,3.3,0.05,1
White,2,37,3.1,-0.85,1
White,1,40,3.4,0.54,1
White,1,37,3.6,0.19,1
White,2,46,2.9,1.22,1
White,2,37,3.6,-0.67,1
Black,1,38,2.9,0.15,1
White,1,35,3.7,-1.09,1
White,1,40,3.3,-0.81,1
White,2,40,3.4,0.22,1
White,1,39,3.2,-0.28,1
White,1,40,3.2,0.29,1
White,2,35,3.4,0.26,1
White,2,38,3.8,1.26,1
White,2,40,3.1,0.12,1
White,2,38,3.1,-0.17,1
White,1,36,2.9,-1.52,1
White,1,35,3.3,0.49,1
White,2,37,3.4,1.22,1
White,2,34.5,3.3,0.05,1
White,2,36,3.1,-0.1,1
White,2,36,3.5,-0.35,1
Black,1,32,2.8,-2.31,1
White,2,35,3.6,0.36,1
Asian,1,35,3.7,0.76,1
White,1,35,3.2,0.33,1
White,2,34,3.5,-0.52,1
White,2,36,3.4,-0.28,1
White,2,37,3.3,0.41,1
White,1,37,3.2,-0.42,1
White,1,40,3.5,0.69,1
White,1,38,3.4,-0.35,1
White,1,36,3,-0.18,1
Black,1,33,2.6,-0.28,1
White,2,34,3.5,-0.42,1
White,2,39,3.4,-0.2,1
White,1,41,3.7,1.86,1
White,2,39,3,-0.81,1
White,2,36,3.3,-0.1,1
White,2,38,3.3,-1.04,1
White,1,39,3,-0.68,0
White,1,35,3.3,-0.31,1
White,1,37,3.1,-0.17,1
White,1,39,3.4,0.94,1
White,1,38,3.4,1.97,1
White,1,40,3.3,1.33,1
White,2,36,3.5,0.9,1
